Guardium Version,OS/Platform,OS/Platform version,Database/DBaaS,Database/DBaaS version,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol
11.1,HP-UX,HP-UX 11.23 PA-RISC,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.23 PA-RISC,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.11 PA-RISC,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.11 PA-RISC,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.11 PA-RISC,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,,,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Windows Server,Windows Server 2019,Sybase ASE,Sybase ASE 16,S-TAP,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,,
11.1,Windows Server,Windows Server 2016,Sybase ASE,Sybase ASE 16,S-TAP,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,,
11.1,Windows Server,Windows Server 2012,Sybase ASE,Sybase ASE 16,S-TAP,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,,
11.1,Windows Server,Windows Server 2019,Sybase ASE,Sybase ASE 15.7,S-TAP,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,,
11.1,Windows Server,Windows Server 2016,Sybase ASE,Sybase ASE 15.7,S-TAP,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,,
11.1,Windows Server,Windows Server 2012,Sybase ASE,Sybase ASE 15.7,S-TAP,S-TAP,,N/A,,S-TAP,S-TAP,N/A,N/A,,,
11.1,Solaris,Solaris 11.1,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP (Sparc only),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Solaris,Solaris 11.1,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP (Sparc only),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Solaris,Solaris 10,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP (Sparc only),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Solaris,Solaris 10,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP (Sparc only),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,CentOS,CentOS 6x,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,CentOS,CentOS 6x,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,CentOS,CentOS 6x,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,CentOS,CentOS 7x,Sybase ASE,Sybase ASE 16.0,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,CentOS,CentOS 7x,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,CentOS,CentOS 7x,Sybase ASE,Sybase ASE 15.7,K-TAP,K-TAP,A-TAP,,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11,Solaris,Solaris 11.4,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP (Sparc only),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Solaris,Solaris 11.4,Sybase ASE,Sybase ASE 16,K-TAP,K-TAP,A-TAP (Sparc only),,,K-TAP, A-TAP,K-TAP,K-TAP, A-TAP (A-TAP only when configured for real IPs),K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.5,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.4,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.3,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.2,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.1,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Red Hat,Red Hat 7,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Red Hat,Red Hat 6,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Redis,Redis 5.0,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Red Hat,Red Hat 7.6,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 6,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 5,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 4,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,Solaris,Solaris 11.4,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,AIX,AIX 7.2,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,,,Yes,N/A
11.1,AIX,AIX 7.1,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,,,Yes,N/A
11.1,AIX,AIX 6.1,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,,,Yes,N/A
11.1,HP-UX,HP-UX 11.31 PA-RISC,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.23 PA-RISC,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,HP-UX,HP-UX 11.11 PA-RISC,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,Solaris,Solaris 10,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,Solaris,Solaris 11.3,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,Solaris,Solaris 11.2,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,Solaris,Solaris 11.1,Db2,Db2 11.5,DB2 Exit, K-TAP,DB2 Exit, K-TAP,DB2 Exit,DB2 Exit, K-TAP,,DB2 Exit, K-TAP,K-TAP,K-TAP,K-TAP,,Yes,N/A
11.1,Ubuntu,Ubuntu 14.04,Db2,Db2 11.5,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Ubuntu,Ubuntu 16.04,Db2,Db2 11.5,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,Ubuntu,Ubuntu 18.0,Db2,Db2 11.5,K-TAP,K-TAP,,,,K-TAP,K-TAP,K-TAP,K-TAP,,,N/A
11.1,CentOS,CentOS 6x,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,DB2 Exit, K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,CentOS,CentOS 7x,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,DB2 Exit, K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 8,Db2,Db2 11.5,DB2 Exit, K-TAP,,DB2 Exit,DB2 Exit, A-TAP,,DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,DB2 Exit, K-TAP,K-TAP,K-TAP,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Suse,Suse 12 - sixtyfour-bit,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 7.6,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.5,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.4,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.3,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.2,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7.1,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 7,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 6,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 6,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 6,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 6,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,K-TAP,Yes,N/A
11.1,Red Hat,Red Hat 5,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 5,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 5,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 5,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 4,Oracle,Oracle 18c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 4,Oracle,Oracle 12.2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 4,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Red Hat,Red Hat 4,Oracle,Oracle 11gR2,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Oracle,Oracle 12.1,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
11.1,Suse,Suse 11 - thirtytwo-bit, sixtyfour-bit,Oracle,Oracle 19c,K-TAP,K-TAP,A-TAP (ASO, SSL),,K-TAP,K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only),K-TAP,K-TAP,,,Yes,N/A
